"logm","z"
14.5451628686869,0.871615046872132
14.5451628686869,0.871615046872132
14.5451628686869,0.871615046872132
14.5451628686869,0.871615046872132
14.5451628686869,0.871615046872132
14.5451628686869,0.871615046872132
14.6997563708814,0.789316808751534
14.6839367658393,0.616047814033917
14.6839367658393,0.616047814033917
14.6839367658393,0.616047814033917
14.6493402015249,0.935370110037067
14.6493402015249,0.935370110037067
14.6493402015249,0.935370110037067
14.6493402015249,0.935370110037067
14.591958686405,0.952692042700566
14.591958686405,0.952692042700566
14.591958686405,0.952692042700566
14.591958686405,0.952692042700566
14.591958686405,0.952692042700566
14.591958686405,0.952692042700566
14.591958686405,0.952692042700566
14.591958686405,0.952692042700566
14.591958686405,0.952692042700566
14.7294349611824,0.710185471242676
14.6820654746007,0.533216769839191
14.9045163900683,0.610693335820697
14.9875736806762,0.680851485596976
15.0975749334149,0.295689004608876
14.9085630004678,0.182670896818345
14.8747994833862,0.203794406663847
14.8747994833862,0.203794406663847
14.8747994833862,0.203794406663847
14.7615511760962,0.638039422697068
14.7386282118885,0.469225093638232
14.6391238935502,0.726834497729286
14.5210581725918,0.820782103483387
14.5918895668574,0.479610216269803
14.55126380746,0.297717747183305
14.55126380746,0.297717747183305
14.5417313650776,0.518374492885189
14.7344847766139,0.665595576690158
14.7344847766139,0.665595576690158
14.7344847766139,0.665595576690158
15.0432862524639,0.319094970885424
15.0432862524639,0.319094970885424
14.8212803183248,0.90027762694501
14.8500218832298,0.638760058315743
14.8415652072829,0.664515147226976
14.8415652072829,0.664515147226976
14.8415652072829,0.664515147226976
14.8482409599466,0.672458634448854
14.7958543022671,0.610016295814749
14.7117917097461,0.699860931979155
14.5728449798548,0.524030660894168
14.5142263024182,0.597088484950053
14.5142263024182,0.597088484950053
14.5902726631677,0.730027936452467
14.5902726631677,0.730027936452467
14.5902726631677,0.730027936452467
14.5902726631677,0.730027936452467
14.5902726631677,0.730027936452467
14.5902726631677,0.730027936452467
14.5774008909161,0.455415732672939
14.5774008909161,0.455415732672939
14.5352118925662,0.800966431112735
14.5708254337521,0.568843384031045
14.5708254337521,0.568843384031045
14.5708254337521,0.568843384031045
14.5708254337521,0.568843384031045
14.7432426185647,0.675351916101758
14.7432426185647,0.675351916101758
14.6812063677966,0.676612871808648
14.7740359551355,0.446638208734369
14.7740359551355,0.446638208734369
14.7740359551355,0.446638208734369
14.5591721723014,0.422805036027226
14.522912862953,0.225237952420208
14.522912862953,0.225237952420208
14.522912862953,0.225237952420208
14.522912862953,0.225237952420208
14.522912862953,0.225237952420208
14.522912862953,0.225237952420208
14.522912862953,0.225237952420208
14.522912862953,0.225237952420208
14.522912862953,0.225237952420208
14.522912862953,0.225237952420208
14.522912862953,0.225237952420208
14.522912862953,0.225237952420208
14.522912862953,0.225237952420208
14.5412674918497,0.188554492429917
14.5412674918497,0.188554492429917
14.5412674918497,0.188554492429917
14.5412674918497,0.188554492429917
14.5412674918497,0.188554492429917
14.5965018466013,0.332478452052037
14.5965018466013,0.332478452052037
14.5965018466013,0.332478452052037
14.5290268898485,0.440887775305364
14.5290268898485,0.440887775305364
14.5290268898485,0.440887775305364
14.5290268898485,0.440887775305364
14.5290268898485,0.440887775305364
14.5290268898485,0.440887775305364
14.6149420460467,0.501677529521243
14.6149420460467,0.501677529521243
14.567437268232,0.175140404978871
14.6059283055322,0.451634450058193
14.6059283055322,0.451634450058193
14.6059283055322,0.451634450058193
14.6059283055322,0.451634450058193
14.5508735940508,0.271129165561488
14.5508735940508,0.271129165561488
14.5508735940508,0.271129165561488
14.5508735940508,0.271129165561488
14.5508735940508,0.271129165561488
14.5508735940508,0.271129165561488
14.5508735940508,0.271129165561488
14.5508735940508,0.271129165561488
14.5146665891558,0.412295156925764
14.5146665891558,0.412295156925764
14.5146665891558,0.412295156925764
14.5146665891558,0.412295156925764
14.5146665891558,0.412295156925764
14.5146665891558,0.412295156925764
14.5146665891558,0.412295156925764
14.5078702245563,0.2920353591471
14.5078702245563,0.2920353591471
14.6006751742611,0.365166249911556
14.5733927689464,0.270888930722576
14.5926712447727,0.255520090122312
14.5197318305042,0.326587281570931
14.5140288233986,0.399522846835817
14.5219136528691,0.721539546629226
14.5219136528691,0.721539546629226
14.5219136528691,0.721539546629226
14.5219136528691,0.721539546629226
14.5219136528691,0.721539546629226
14.5053453134776,0.530711663695925
14.6741920553516,0.560515262137333
14.6741920553516,0.560515262137333
14.6605395512658,0.632479912450282
14.6959661980506,0.963634043814844
14.6959661980506,0.963634043814844
14.5634966672949,0.351570541588261
14.5634966672949,0.351570541588261
14.5634966672949,0.351570541588261
14.5634966672949,0.351570541588261
14.5634966672949,0.351570541588261
14.5634966672949,0.351570541588261
14.5634966672949,0.351570541588261
14.6290424846035,0.163103112235979
14.9099508150871,0.504837461128014
14.9099508150871,0.504837461128014
14.864641701266,0.386528773298903
14.864641701266,0.386528773298903
14.9052660466768,0.351925115439861
14.9052660466768,0.351925115439861
14.9052660466768,0.351925115439861
14.9052660466768,0.351925115439861
14.6974090132629,0.296437048678341
14.6974090132629,0.296437048678341
14.8152885834868,0.220952261545682
14.6952819447534,0.36665606352535
14.6139275344889,0.190111118437561
14.6139275344889,0.190111118437561
14.6139275344889,0.190111118437561
14.8056725555448,0.433780388054896
14.6498663558769,0.609019735295014
14.575236340907,0.221122212439653
14.575236340907,0.221122212439653
14.575236340907,0.221122212439653
14.575236340907,0.221122212439653
14.6551530966562,0.176878091550197
14.6551530966562,0.176878091550197
14.6363360194861,0.156399170668684
14.6280132373325,0.587232123882299
14.7616320349327,0.813851724208249
14.6701994707543,0.749510906919908
14.6701994707543,0.749510906919908
14.6701994707543,0.749510906919908
14.6701994707543,0.749510906919908
14.559812980421,0.701137864727818
14.559812980421,0.701137864727818
14.559812980421,0.701137864727818
14.559812980421,0.701137864727818
14.559812980421,0.701137864727818
14.543540873279,0.429517461808663
14.543540873279,0.429517461808663
14.543540873279,0.429517461808663
14.543540873279,0.429517461808663
14.543540873279,0.429517461808663
14.543540873279,0.429517461808663
14.543540873279,0.429517461808663
14.543540873279,0.429517461808663
14.5022820631036,0.198105212113177
14.5022820631036,0.198105212113177
